"COU","Country","IND","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRL","Ireland","RHP","Real house price indices, s.a.","2015-Q1","Q1-2015","IDX","Index","0","Units",,,98.0633441457333,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2015-Q2","Q2-2015","IDX","Index","0","Units",,,99.9220321072999,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2015-Q3","Q3-2015","IDX","Index","0","Units",,,100.147170174304,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2015-Q4","Q4-2015","IDX","Index","0","Units",,,101.867453572663,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2016","2016","IDX","Index","0","Units",,,106.881880625161,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,103.767980864669,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,105.391931809792,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,107.718282967173,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,110.64932685901,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2017","2017","IDX","Index","0","Units",,,117.427830815448,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,113.2124479705,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,115.215183210379,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,119.33376330718,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,121.949928773735,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2018","2018","IDX","Index","0","Units",,,126.652622706536,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,124.568977049491,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,127.170916009243,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,126.661892792756,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,128.208704974652,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2019","2019","IDX","Index","0","Units",,,126.667089525706,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,126.81855459348,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,126.890922414161,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,126.373808410116,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,126.585072685069,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,124.705734996365,,
"IRL","Ireland","RHP","Real house price indices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,128.617118487918,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2007","2007","IDX","Index","0","Units",,,120.845000008216,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2007-Q1","Q1-2007","IDX","Index","0","Units",,,116.237969434006,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2007-Q2","Q2-2007","IDX","Index","0","Units",,,118.143178325051,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2007-Q3","Q3-2007","IDX","Index","0","Units",,,122.045166531455,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2007-Q4","Q4-2007","IDX","Index","0","Units",,,126.953685742353,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2008","2008","IDX","Index","0","Units",,,129.3075,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2008-Q1","Q1-2008","IDX","Index","0","Units",,,129.839975106524,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2008-Q2","Q2-2008","IDX","Index","0","Units",,,128.985845719142,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2008-Q3","Q3-2008","IDX","Index","0","Units",,,131.567397888141,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2008-Q4","Q4-2008","IDX","Index","0","Units",,,126.836781286194,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2009","2009","IDX","Index","0","Units",,,117.055,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2009-Q1","Q1-2009","IDX","Index","0","Units",,,119.775543534588,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2009-Q2","Q2-2009","IDX","Index","0","Units",,,116.583863138158,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2009-Q3","Q3-2009","IDX","Index","0","Units",,,115.059820398059,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2009-Q4","Q4-2009","IDX","Index","0","Units",,,116.800772929195,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2010","2010","IDX","Index","0","Units",,,117.205,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2010-Q1","Q1-2010","IDX","Index","0","Units",,,117.715795425891,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2010-Q2","Q2-2010","IDX","Index","0","Units",,,117.336588353686,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2010-Q3","Q3-2010","IDX","Index","0","Units",,,116.901518111095,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2010-Q4","Q4-2010","IDX","Index","0","Units",,,116.866098109328,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2011","2011","IDX","Index","0","Units",,,120.385,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2011-Q1","Q1-2011","IDX","Index","0","Units",,,122.424905627675,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2011-Q2","Q2-2011","IDX","Index","0","Units",,,120.756655843616,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2011-Q3","Q3-2011","IDX","Index","0","Units",,,119.563951749621,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2011-Q4","Q4-2011","IDX","Index","0","Units",,,118.794486779088,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2012","2012","IDX","Index","0","Units",,,112.09,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2012-Q1","Q1-2012","IDX","Index","0","Units",,,113.605497840919,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2012-Q2","Q2-2012","IDX","Index","0","Units",,,113.612655375071,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2012-Q3","Q3-2012","IDX","Index","0","Units",,,112.700196310984,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2012-Q4","Q4-2012","IDX","Index","0","Units",,,108.441650473027,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2013","2013","IDX","Index","0","Units",,,106.21,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2013-Q1","Q1-2013","IDX","Index","0","Units",,,108.645459864948,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2013-Q2","Q2-2013","IDX","Index","0","Units",,,108.327355154505,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2013-Q3","Q3-2013","IDX","Index","0","Units",,,104.077618881009,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2013-Q4","Q4-2013","IDX","Index","0","Units",,,103.789566099538,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2014","2014","IDX","Index","0","Units",,,99.2024999999999,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2014-Q1","Q1-2014","IDX","Index","0","Units",,,101.381065284076,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2014-Q2","Q2-2014","IDX","Index","0","Units",,,97.6778668460013,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2014-Q3","Q3-2014","IDX","Index","0","Units",,,98.6028065845457,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2014-Q4","Q4-2014","IDX","Index","0","Units",,,99.1482612853767,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2015","2015","IDX","Index","0","Units",,,100,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2015-Q1","Q1-2015","IDX","Index","0","Units",,,99.9447908468721,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2015-Q2","Q2-2015","IDX","Index","0","Units",,,101.391068741505,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2015-Q3","Q3-2015","IDX","Index","0","Units",,,99.5440802018464,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2015-Q4","Q4-2015","IDX","Index","0","Units",,,99.1200602097766,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2016","2016","IDX","Index","0","Units",,,103.2525,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,100.768005507702,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,102.074191837975,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,104.415630011797,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,105.752172642526,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2017","2017","IDX","Index","0","Units",,,111.785,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,107.562704567641,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,110.803186424119,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,112.717092452629,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,116.057016555611,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2018","2018","IDX","Index","0","Units",,,121.5475,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,118.023617152356,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,119.530401882065,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,123.133206414712,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,125.502774550867,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2019","2019","IDX","Index","0","Units",,,129.689999996186,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,127.002340757547,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,128.589352149168,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,131.70975518992,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,131.45855188811,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,133.063732539237,,
"SVN","Slovenia","HPI","Nominal house price indices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,135.388627963585,,
"EST","Estonia","RHP","Real house price indices, s.a.","2005","2005","IDX","Index","0","Units",,,84.3306772506485,,
"EST","Estonia","RHP","Real house price indices, s.a.","2005-Q1","Q1-2005","IDX","Index","0","Units",,,75.2308656714803,,
"EST","Estonia","RHP","Real house price indices, s.a.","2005-Q2","Q2-2005","IDX","Index","0","Units",,,81.0213897586416,,
"EST","Estonia","RHP","Real house price indices, s.a.","2005-Q3","Q3-2005","IDX","Index","0","Units",,,86.0709291250915,,
"EST","Estonia","RHP","Real house price indices, s.a.","2005-Q4","Q4-2005","IDX","Index","0","Units",,,94.9995244473809,,
"EST","Estonia","RHP","Real house price indices, s.a.","2006","2006","IDX","Index","0","Units",,,118.993318703362,,
"EST","Estonia","RHP","Real house price indices, s.a.","2006-Q1","Q1-2006","IDX","Index","0","Units",,,106.984469676585,,
"EST","Estonia","RHP","Real house price indices, s.a.","2006-Q2","Q2-2006","IDX","Index","0","Units",,,114.870151461491,,
"EST","Estonia","RHP","Real house price indices, s.a.","2006-Q3","Q3-2006","IDX","Index","0","Units",,,121.733194992012,,
"EST","Estonia","RHP","Real house price indices, s.a.","2006-Q4","Q4-2006","IDX","Index","0","Units",,,132.385458683358,,
"EST","Estonia","RHP","Real house price indices, s.a.","2007","2007","IDX","Index","0","Units",,,133.382196255153,,
"EST","Estonia","RHP","Real house price indices, s.a.","2007-Q1","Q1-2007","IDX","Index","0","Units",,,133.411395055347,,
"EST","Estonia","RHP","Real house price indices, s.a.","2007-Q2","Q2-2007","IDX","Index","0","Units",,,138.085199199317,,
"EST","Estonia","RHP","Real house price indices, s.a.","2007-Q3","Q3-2007","IDX","Index","0","Units",,,133.410948427603,,
"EST","Estonia","RHP","Real house price indices, s.a.","2007-Q4","Q4-2007","IDX","Index","0","Units",,,128.621242338345,,
"EST","Estonia","RHP","Real house price indices, s.a.","2008","2008","IDX","Index","0","Units",,,111.756789127116,,
"EST","Estonia","RHP","Real house price indices, s.a.","2008-Q1","Q1-2008","IDX","Index","0","Units",,,122.614294068061,,
"EST","Estonia","RHP","Real house price indices, s.a.","2008-Q2","Q2-2008","IDX","Index","0","Units",,,114.379093960288,,
"EST","Estonia","RHP","Real house price indices, s.a.","2008-Q3","Q3-2008","IDX","Index","0","Units",,,112.192064373787,,
"EST","Estonia","RHP","Real house price indices, s.a.","2008-Q4","Q4-2008","IDX","Index","0","Units",,,97.841704106326,,
"EST","Estonia","RHP","Real house price indices, s.a.","2009","2009","IDX","Index","0","Units",,,71.0987172773401,,
"EST","Estonia","RHP","Real house price indices, s.a.","2009-Q1","Q1-2009","IDX","Index","0","Units",,,78.1545698881119,,
"EST","Estonia","RHP","Real house price indices, s.a.","2009-Q2","Q2-2009","IDX","Index","0","Units",,,72.8517870247693,,
"EST","Estonia","RHP","Real house price indices, s.a.","2009-Q3","Q3-2009","IDX","Index","0","Units",,,66.9110202847789,,
"EST","Estonia","RHP","Real house price indices, s.a.","2009-Q4","Q4-2009","IDX","Index","0","Units",,,66.4774919117002,,
"EST","Estonia","RHP","Real house price indices, s.a.","2010","2010","IDX","Index","0","Units",,,72.0330912951377,,
"EST","Estonia","RHP","Real house price indices, s.a.","2010-Q1","Q1-2010","IDX","Index","0","Units",,,71.6432025042953,,
"EST","Estonia","RHP","Real house price indices, s.a.","2010-Q2","Q2-2010","IDX","Index","0","Units",,,71.7394543256392,,
"EST","Estonia","RHP","Real house price indices, s.a.","2010-Q3","Q3-2010","IDX","Index","0","Units",,,73.2245700499922,,
"EST","Estonia","RHP","Real house price indices, s.a.","2010-Q4","Q4-2010","IDX","Index","0","Units",,,71.525138300624,,
"EST","Estonia","RHP","Real house price indices, s.a.","2011","2011","IDX","Index","0","Units",,,74.430924425365,,
"EST","Estonia","RHP","Real house price indices, s.a.","2011-Q1","Q1-2011","IDX","Index","0","Units",,,73.2747216141379,,
"EST","Estonia","RHP","Real house price indices, s.a.","2011-Q2","Q2-2011","IDX","Index","0","Units",,,74.0647076154357,,
"EST","Estonia","RHP","Real house price indices, s.a.","2011-Q3","Q3-2011","IDX","Index","0","Units",,,74.2791567733968,,
"EST","Estonia","RHP","Real house price indices, s.a.","2011-Q4","Q4-2011","IDX","Index","0","Units",,,76.1051116984894,,
"EST","Estonia","RHP","Real house price indices, s.a.","2012","2012","IDX","Index","0","Units",,,76.8370000657836,,
"EST","Estonia","RHP","Real house price indices, s.a.","2012-Q1","Q1-2012","IDX","Index","0","Units",,,75.4645510297615,,
"EST","Estonia","RHP","Real house price indices, s.a.","2012-Q2","Q2-2012","IDX","Index","0","Units",,,76.8095075387764,,
"EST","Estonia","RHP","Real house price indices, s.a.","2012-Q3","Q3-2012","IDX","Index","0","Units",,,77.679207274559,,
"EST","Estonia","RHP","Real house price indices, s.a.","2012-Q4","Q4-2012","IDX","Index","0","Units",,,77.3947344200375,,
"EST","Estonia","RHP","Real house price indices, s.a.","2013","2013","IDX","Index","0","Units",,,82.4952853961378,,
"EST","Estonia","RHP","Real house price indices, s.a.","2013-Q1","Q1-2013","IDX","Index","0","Units",,,78.6231254493514,,
"EST","Estonia","RHP","Real house price indices, s.a.","2013-Q2","Q2-2013","IDX","Index","0","Units",,,81.0037979322996,,
"EST","Estonia","RHP","Real house price indices, s.a.","2013-Q3","Q3-2013","IDX","Index","0","Units",,,83.2351504848708,,
"EST","Estonia","RHP","Real house price indices, s.a.","2013-Q4","Q4-2013","IDX","Index","0","Units",,,87.1190677180293,,
"EST","Estonia","RHP","Real house price indices, s.a.","2014","2014","IDX","Index","0","Units",,,93.2127100883388,,
"EST","Estonia","RHP","Real house price indices, s.a.","2014-Q1","Q1-2014","IDX","Index","0","Units",,,90.776504628296,,
"EST","Estonia","RHP","Real house price indices, s.a.","2014-Q2","Q2-2014","IDX","Index","0","Units",,,91.9785496343149,,
"EST","Estonia","RHP","Real house price indices, s.a.","2014-Q3","Q3-2014","IDX","Index","0","Units",,,94.4455743689967,,
"EST","Estonia","RHP","Real house price indices, s.a.","2014-Q4","Q4-2014","IDX","Index","0","Units",,,95.6502117217477,,
"EST","Estonia","RHP","Real house price indices, s.a.","2015","2015","IDX","Index","0","Units",,,100,,
"EST","Estonia","RHP","Real house price indices, s.a.","2015-Q1","Q1-2015","IDX","Index","0","Units",,,98.2697432017452,,
"EST","Estonia","RHP","Real house price indices, s.a.","2015-Q2","Q2-2015","IDX","Index","0","Units",,,101.462684333824,,
"EST","Estonia","RHP","Real house price indices, s.a.","2015-Q3","Q3-2015","IDX","Index","0","Units",,,99.3437054605903,,
"EST","Estonia","RHP","Real house price indices, s.a.","2015-Q4","Q4-2015","IDX","Index","0","Units",,,100.923867003841,,
"EST","Estonia","RHP","Real house price indices, s.a.","2016","2016","IDX","Index","0","Units",,,103.3960676721,,
"EST","Estonia","RHP","Real house price indices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,99.7429687228857,,
"EST","Estonia","RHP","Real house price indices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,102.525464054195,,
"EST","Estonia","RHP","Real house price indices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,105.15037341622,,
"EST","Estonia","RHP","Real house price indices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,106.1654644951,,
"EST","Estonia","RHP","Real house price indices, s.a.","2017","2017","IDX","Index","0","Units",,,105.363070972505,,
"EST","Estonia","RHP","Real house price indices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,104.885148988923,,
"EST","Estonia","RHP","Real house price indices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,103.981706845567,,
"EST","Estonia","RHP","Real house price indices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,105.86983113998,,
"EST","Estonia","RHP","Real house price indices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,106.71559691555,,
"EST","Estonia","RHP","Real house price indices, s.a.","2018","2018","IDX","Index","0","Units",,,107.681344589137,,
"EST","Estonia","RHP","Real house price indices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,106.71141199777,,
"EST","Estonia","RHP","Real house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,108.751667219863,,
"EST","Estonia","RHP","Real house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,106.584192387678,,
"EST","Estonia","RHP","Real house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,108.678106751237,,
"EST","Estonia","RHP","Real house price indices, s.a.","2019","2019","IDX","Index","0","Units",,,112.515501173235,,
"EST","Estonia","RHP","Real house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,111.215774095866,,
"EST","Estonia","RHP","Real house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,110.65943252618,,
"EST","Estonia","RHP","Real house price indices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,112.514080951291,,
"EST","Estonia","RHP","Real house price indices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,115.672717119604,,
"EST","Estonia","RHP","Real house price indices, s.a.","2020-Q1","Q1-2020","IDX","Index","0","Units",,,121.3920494442,,
"EST","Estonia","RHP","Real house price indices, s.a.","2020-Q2","Q2-2020","IDX","Index","0","Units",,,117.317154968626,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1970","1970","IDX","Index","0","Units",,,5.46709918908572,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1970-Q1","Q1-1970","IDX","Index","0","Units",,,5.3389140466469,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1970-Q2","Q2-1970","IDX","Index","0","Units",,,5.42386664171846,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1970-Q3","Q3-1970","IDX","Index","0","Units",,,5.51308224615316,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1970-Q4","Q4-1970","IDX","Index","0","Units",,,5.59253382182437,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1971","1971","IDX","Index","0","Units",,,5.7532763732853,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1971-Q1","Q1-1971","IDX","Index","0","Units",,,5.61827445922201,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1971-Q2","Q2-1971","IDX","Index","0","Units",,,5.70480002667629,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1971-Q3","Q3-1971","IDX","Index","0","Units",,,5.79753632200966,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1971-Q4","Q4-1971","IDX","Index","0","Units",,,5.89249468523322,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1972","1972","IDX","Index","0","Units",,,6.18440044260124,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1972-Q1","Q1-1972","IDX","Index","0","Units",,,6.02850675672001,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1972-Q2","Q2-1972","IDX","Index","0","Units",,,6.13916474638504,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1972-Q3","Q3-1972","IDX","Index","0","Units",,,6.23372830262136,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1972-Q4","Q4-1972","IDX","Index","0","Units",,,6.33620196467857,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1973","1973","IDX","Index","0","Units",,,6.630390859135,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1973-Q1","Q1-1973","IDX","Index","0","Units",,,6.47507528524231,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1973-Q2","Q2-1973","IDX","Index","0","Units",,,6.59060138559122,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1973-Q3","Q3-1973","IDX","Index","0","Units",,,6.6777557665452,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1973-Q4","Q4-1973","IDX","Index","0","Units",,,6.77813099916126,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1974","1974","IDX","Index","0","Units",,,7.23247792145555,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1974-Q1","Q1-1974","IDX","Index","0","Units",,,6.93178969532428,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1974-Q2","Q2-1974","IDX","Index","0","Units",,,7.04493494043981,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1974-Q3","Q3-1974","IDX","Index","0","Units",,,7.27488727920492,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1974-Q4","Q4-1974","IDX","Index","0","Units",,,7.6782997708532,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1975","1975","IDX","Index","0","Units",,,8.52956671620786,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1975-Q1","Q1-1975","IDX","Index","0","Units",,,8.00627554895423,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1975-Q2","Q2-1975","IDX","Index","0","Units",,,8.3778272915206,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1975-Q3","Q3-1975","IDX","Index","0","Units",,,8.71673719250633,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1975-Q4","Q4-1975","IDX","Index","0","Units",,,9.01742683185028,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1976","1976","IDX","Index","0","Units",,,9.88122072077512,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1976-Q1","Q1-1976","IDX","Index","0","Units",,,9.36696372873987,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1976-Q2","Q2-1976","IDX","Index","0","Units",,,9.71223470605666,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1976-Q3","Q3-1976","IDX","Index","0","Units",,,10.0537531423663,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1976-Q4","Q4-1976","IDX","Index","0","Units",,,10.3919313059376,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1977","1977","IDX","Index","0","Units",,,11.448454954955,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1977-Q1","Q1-1977","IDX","Index","0","Units",,,10.8198544248795,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1977-Q2","Q2-1977","IDX","Index","0","Units",,,11.2430197912815,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1977-Q3","Q3-1977","IDX","Index","0","Units",,,11.6596952880757,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1977-Q4","Q4-1977","IDX","Index","0","Units",,,12.0712503155831,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1978","1978","IDX","Index","0","Units",,,13.0348018018018,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1978-Q1","Q1-1978","IDX","Index","0","Units",,,12.4638173496443,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1978-Q2","Q2-1978","IDX","Index","0","Units",,,12.8505939681085,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1978-Q3","Q3-1978","IDX","Index","0","Units",,,13.2266827524771,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1978-Q4","Q4-1978","IDX","Index","0","Units",,,13.5981131369772,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1979","1979","IDX","Index","0","Units",,,14.4682477477478,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1979-Q1","Q1-1979","IDX","Index","0","Units",,,13.9541670800616,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1979-Q2","Q2-1979","IDX","Index","0","Units",,,14.3045690765428,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1979-Q3","Q3-1979","IDX","Index","0","Units",,,14.6407174862811,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1979-Q4","Q4-1979","IDX","Index","0","Units",,,14.9735373481055,,
"SWE","Sweden","HPI","Nominal house price indices, s.a.","1980","1980","IDX","Index","0","Units",,,15.2709774774775,,
